question	ANNOTATION	ground_truth	matched_claim	matched_claim_paperID	ground_truth_paperID	matched_date	matched_authors	matched_journal	matched_title	matched_affiliation	distance
5. Clinical Presentation – What are the signs and symptoms of an infected person?	0	Clotting affects multiple organs and is present in 15-27% of cases.	"Thrombosis is a prominent feature in multiple organs, in some cases despite full anticoagulation"	5398e9b4c28e056eb1b296b7de4d43648af6e117	"ddee0a9e2701b4418cca18d03ce86909f9e74f2a,5398e9b4c28e056eb1b296b7de4d43648af6e117,"	2020-06-25	"Rapkiewicz, Amy V.; Mai, Xingchen; Carsons, Steven E.; Pittaluga, Stefania; Kleiner, David E.; Berger, Jeffrey S.; Thomas, Sarun; Adler, Nicole M.; Charytan, David M.; Gasmi, Billel; Hochman, Judith S.; Reynolds, Harmony R."	EClinicalMedicine	Megakaryocytes and platelet-fibrin thrombi characterize multi-organ thrombosis at autopsy in COVID-19: A case series	;New York University Grossman School of Medicine	0.601831431
5. Clinical Presentation – What are the signs and symptoms of an infected person?	-2	Clotting affects multiple organs and is present in 15-27% of cases.	"1, 2 Multiple organs 115 are affected, and severe lung damage is a prominent finding in fatal cases"	384fb63c06f3a8cf016157bcd96565850418eb84	"ddee0a9e2701b4418cca18d03ce86909f9e74f2a,5398e9b4c28e056eb1b296b7de4d43648af6e117,"	2020-09-29	"Ramos da Silva, S.; Ju, E.; Meng, W.; Paniz Mondolfi, A. E.; Dacic, S.; Green, A.; Bryce, C.; Grimes, Z.; Fowkes, M. E.; Sordillo, E. M.; Cordon-Cardo, C.; Guo, H.; Gao, S.-J."		Broad SARS-CoV-2 cell tropism and immunopathology in lung tissues from fatal COVID-19	;University of Pittsburgh	0.615547204
5. Clinical Presentation – What are the signs and symptoms of an infected person?	0	Clotting affects multiple organs and is present in 15-27% of cases.	"40 Importantly, pathological data indicate that thrombosis appears to be a prominent feature in multiple organs, in some cases despite full anticoagulation and regardless of timing of the disease course, as suggested by the finding of megakaryocytes and platelet-rich thrombi in the lungs, heart and kidneys"	c1339e44c7592c4b24723f987c5cbe2b78871b49	"ddee0a9e2701b4418cca18d03ce86909f9e74f2a,5398e9b4c28e056eb1b296b7de4d43648af6e117,"	2020-09-14	"Manolis, Antonis S.; Manolis, Theodora A.; Manolis, Antonis A.; Papatheou, Despoina; Melita, Helen"	J Cardiovasc Pharmacol Ther	COVID-19 Infection: Viral Macro- and Micro-Vascular Coagulopathy and Thromboembolism/Prophylactic and Therapeutic Management		0.616895493
5. Clinical Presentation – What are the signs and symptoms of an infected person?	0	Clotting affects multiple organs and is present in 15-27% of cases.	"Interpretation: In this series of seven COVID-19 autopsies, thrombosis was a prominent feature in multiple organs, in some cases despite full anticoagulation and regardless of timing of the disease course, suggesting that thrombosis plays a role very early in the disease process"	5398e9b4c28e056eb1b296b7de4d43648af6e117	"ddee0a9e2701b4418cca18d03ce86909f9e74f2a,5398e9b4c28e056eb1b296b7de4d43648af6e117,"	2020-06-25	"Rapkiewicz, Amy V.; Mai, Xingchen; Carsons, Steven E.; Pittaluga, Stefania; Kleiner, David E.; Berger, Jeffrey S.; Thomas, Sarun; Adler, Nicole M.; Charytan, David M.; Gasmi, Billel; Hochman, Judith S.; Reynolds, Harmony R."	EClinicalMedicine	Megakaryocytes and platelet-fibrin thrombi characterize multi-organ thrombosis at autopsy in COVID-19: A case series	;New York University Grossman School of Medicine	0.621403398
5. Clinical Presentation – What are the signs and symptoms of an infected person?	-2	Clotting affects multiple organs and is present in 15-27% of cases.	"1,2 Furthermore, COVID-19 affects multiple organs, including the cardiovascular system; various forms of cardiac arrhythmia occur in roughly 15% of patients, with a higher prevalence in more severe cases"	31ccd728b8843517b98260641868c8988440c21e	"ddee0a9e2701b4418cca18d03ce86909f9e74f2a,5398e9b4c28e056eb1b296b7de4d43648af6e117,"	2020-11-16	"Vetta, Francesco; Marinaccio, Leonardo; Vetta, Giampaolo; Marchese, Domenico"	SAGE Open Med Case Rep	Electrical storm in a patient with COVID-19 treated with hydroxychloroquine: A case report		0.622701528
5. Clinical Presentation – What are the signs and symptoms of an infected person?	0	"COVID-19 also causes pneumonia, cardiac injury, secondary infection, kidney damage, pancreatitis, arrhythmia, sepsis, stroke, respiratory complications, and shock."	"Similarly, as COVID-19 can also cause pneumonia as well as heart, liver, kidney, and other organ dysfunctions, the patients may die from heart failure, shock, acute respiratory distress syndrome, arrhythmia, or renal failure (16) "	37605e573fb44117a8ba58ce4f50457d6d45a847	"0426d1cf12b4ef76fe82e003223bc3186a704c49; dd9f99abf72180e74f22275f459d638753d250c0; 08355a026b85185c0f71ad0b8ca1caece617df5c,ea646b114ea01f978d205ed97405e1f2afed2dfd,ea646b114ea01f978d205ed97405e1f2afed2dfd,65486f9ea230a303f0af4a0bc0a9e66e3e7629d8; e44f052ad7a39987eae6353c41b34dfacbe697a2,26a8eef81a960b510a503fc3abdc10cd53b1557a,,a1aef37a46f33779adbfc5adfbdeac9e261caa05,760fbd7e2f183dc454eb8fe4c989c51c8bec0578,,,,,"	2020-07-17	"Lu, Yiming; Sun, Kuo; Guo, Shanshan; Wang, Junjie; Li, An; Rong, Xuli; Wang, Tingfang; Shang, Yan; Chang, Wenjun; Wang, Sheng"	Front Med (Lausanne)	"Early Warning Indicators of Severe COVID-19: A Single-Center Study of Cases From Shanghai, China"	;Shanghai University	0.147516497
5. Clinical Presentation – What are the signs and symptoms of an infected person?	0	"COVID-19 also causes pneumonia, cardiac injury, secondary infection, kidney damage, pancreatitis, arrhythmia, sepsis, stroke, respiratory complications, and shock."	"COVID-19 causes pneumonia primarily, but it can also cause cardiac injury"	48460e0219381e688c4e6b52b2fe5f2df331aab5	"0426d1cf12b4ef76fe82e003223bc3186a704c49; dd9f99abf72180e74f22275f459d638753d250c0; 08355a026b85185c0f71ad0b8ca1caece617df5c,ea646b114ea01f978d205ed97405e1f2afed2dfd,ea646b114ea01f978d205ed97405e1f2afed2dfd,65486f9ea230a303f0af4a0bc0a9e66e3e7629d8; e44f052ad7a39987eae6353c41b34dfacbe697a2,26a8eef81a960b510a503fc3abdc10cd53b1557a,,a1aef37a46f33779adbfc5adfbdeac9e261caa05,760fbd7e2f183dc454eb8fe4c989c51c8bec0578,,,,,"	2020-11-06	"Çap, Murat; Bilge, Önder; Işık, Ferhat; Burak, Cengiz; Karagöz, Ali; İnci, Ümit; Akyüz, Abdurrahman; Aslan, Burhan; Altıntaş, Bernas; Altındağ, Rojhat; Kaya, İlyas; Adıyaman, Mehmet Şahin; Süleymanoğlu, Muhammed; Kaya, Şafak; Baysal, Erkan"	J Electrocardiol	The effect of favipiravir on QTc interval in patients hospitalized with coronavirus disease 2019	;SBU Diyarbakır Gazi Yaşargil Education and Research Hospital	0.156983755
5. Clinical Presentation – What are the signs and symptoms of an infected person?	0	"COVID-19 also causes pneumonia, cardiac injury, secondary infection, kidney damage, pancreatitis, arrhythmia, sepsis, stroke, respiratory complications, and shock."	"COVID-19 causes pneumonia primarily, but it can also cause cardiac injury"	48460e0219381e688c4e6b52b2fe5f2df331aab5	"0426d1cf12b4ef76fe82e003223bc3186a704c49; dd9f99abf72180e74f22275f459d638753d250c0; 08355a026b85185c0f71ad0b8ca1caece617df5c,ea646b114ea01f978d205ed97405e1f2afed2dfd,ea646b114ea01f978d205ed97405e1f2afed2dfd,65486f9ea230a303f0af4a0bc0a9e66e3e7629d8; e44f052ad7a39987eae6353c41b34dfacbe697a2,26a8eef81a960b510a503fc3abdc10cd53b1557a,,a1aef37a46f33779adbfc5adfbdeac9e261caa05,760fbd7e2f183dc454eb8fe4c989c51c8bec0578,,,,,"	2020-11-06	"Çap, Murat; Bilge, Önder; Işık, Ferhat; Burak, Cengiz; Karagöz, Ali; İnci, Ümit; Akyüz, Abdurrahman; Aslan, Burhan; Altıntaş, Bernas; Altındağ, Rojhat; Kaya, İlyas; Adıyaman, Mehmet Şahin; Süleymanoğlu, Muhammed; Kaya, Şafak; Baysal, Erkan"	J Electrocardiol	The effect of favipiravir on QTc interval in patients hospitalized with coronavirus disease 2019	;SBU Diyarbakır Gazi Yaşargil Education and Research Hospital	0.156983829
5. Clinical Presentation – What are the signs and symptoms of an infected person?	0	"COVID-19 also causes pneumonia, cardiac injury, secondary infection, kidney damage, pancreatitis, arrhythmia, sepsis, stroke, respiratory complications, and shock."	"The severe cases of COVID-19, have accompanied pneumonia, which can progress to acute respiratory distress syndrome (ARDS), sepsis, septic shock, and multi-organ failure (particularly kidney, heart, and liver damage) (Cao, 2020) "	58bde0abb72138700321bb2c2549586fac3ca20d	"0426d1cf12b4ef76fe82e003223bc3186a704c49; dd9f99abf72180e74f22275f459d638753d250c0; 08355a026b85185c0f71ad0b8ca1caece617df5c,ea646b114ea01f978d205ed97405e1f2afed2dfd,ea646b114ea01f978d205ed97405e1f2afed2dfd,65486f9ea230a303f0af4a0bc0a9e66e3e7629d8; e44f052ad7a39987eae6353c41b34dfacbe697a2,26a8eef81a960b510a503fc3abdc10cd53b1557a,,a1aef37a46f33779adbfc5adfbdeac9e261caa05,760fbd7e2f183dc454eb8fe4c989c51c8bec0578,,,,,"	2020-08-20	"Soleimanian, Saeede; Yaghobi, Ramin"	Front Pharmacol	Harnessing Memory NK Cell to Protect Against COVID-19		0.199833076
5. Clinical Presentation – What are the signs and symptoms of an infected person?	0	"COVID-19 also causes pneumonia, cardiac injury, secondary infection, kidney damage, pancreatitis, arrhythmia, sepsis, stroke, respiratory complications, and shock."	"COVID-19 disease leads to serious respiratory consequences such as pneumonia, respiratory failure, acute respiratory distress syndrome (ARDS), sepsis, and septic shock, which in many cases leads to urgent hospitalization in intensive care"	b08173a54e5806d76d665e763f182e36e707e628	"0426d1cf12b4ef76fe82e003223bc3186a704c49; dd9f99abf72180e74f22275f459d638753d250c0; 08355a026b85185c0f71ad0b8ca1caece617df5c,ea646b114ea01f978d205ed97405e1f2afed2dfd,ea646b114ea01f978d205ed97405e1f2afed2dfd,65486f9ea230a303f0af4a0bc0a9e66e3e7629d8; e44f052ad7a39987eae6353c41b34dfacbe697a2,26a8eef81a960b510a503fc3abdc10cd53b1557a,,a1aef37a46f33779adbfc5adfbdeac9e261caa05,760fbd7e2f183dc454eb8fe4c989c51c8bec0578,,,,,"	2020-07-15	"Ferrara, Francesco; De Rosa, Francesco; Vitiello, Antonio"	SN Compr Clin Med	The Central Role of Clinical Nutrition in COVID-19 Patients During and After Hospitalization in Intensive Care Unit		0.207347164
5. Clinical Presentation – What are the signs and symptoms of an infected person?	-2	COVID-19 symptoms like fatigue and shortness of breath commonly persist for weeks to months after initial onset.	"According to the WHO announcement, common symptoms of COVID-19 which can occur within 2-14 days are including fever and chills, fatigue, dry cough, shortness of breath, sputum production, myalgia or arthralgia, headache, and sore throat"	3abc7d756b4fb44a553869bb660c552d6d600642	"66b567dec0fc8f7a70860647a6a2a61a3c259001,,"	2020-06-25	"Parhizkar Roudsari, Peyvand; Alavi-Moghadam, Sepideh; Payab, Moloud; Sayahpour, Forough Azam; Aghayan, Hamid Reza; Goodarzi, Parisa; Mohamadi-jahani, Fereshteh; Larijani, Bagher; Arjmand, Babak"	Cell Tissue Bank	Auxiliary role of mesenchymal stem cells as regenerative medicine soldiers to attenuate inflammatory processes of severe acute respiratory infections caused by COVID-19		0.107046551
5. Clinical Presentation – What are the signs and symptoms of an infected person?	-2	COVID-19 symptoms like fatigue and shortness of breath commonly persist for weeks to months after initial onset.	"COVID-19 symptoms range from mild to severe, and commonly include shortness of breath, cough, myalgia, fever and severe pneumonia"	44f01fa768648f0154ea8395e0c2b9b5ccf02b3b	"66b567dec0fc8f7a70860647a6a2a61a3c259001,,"	2020-04-09	"Omer, Sumaira; Ali, Salamat; Babar, Zaheer ud Din"	Drugs Ther Perspect	Preventive measures and management of COVID-19 in pregnancy		0.108859038
5. Clinical Presentation – What are the signs and symptoms of an infected person?	-2	COVID-19 symptoms like fatigue and shortness of breath commonly persist for weeks to months after initial onset.	"COVID-19 symptoms (cough, fever, and shortness of breath) generally appear within 14 days of exposure and 20% of these patients progress to severe disease [3] "	fb47e8c94320118b492cc8dc76e503db45668faf	"66b567dec0fc8f7a70860647a6a2a61a3c259001,,"	2020-05-13	"Thomas, Gregory; Frederick, Elizabeth; Hausburg, Melissa; Goldberg, Laura; Hoke, Marshall; Roshon, Michael; Mains, Charles; Bar-Or, David"	Patient Saf Surg	The novel immunomodulatory biologic LMWF5A for pharmacological attenuation of the “cytokine storm” in COVID-19 patients: a hypothesis		0.111287431
5. Clinical Presentation – What are the signs and symptoms of an infected person?	-2	COVID-19 symptoms like fatigue and shortness of breath commonly persist for weeks to months after initial onset.	"COVID-19 symptoms vary from mild to severe and may include shortness of breath, cough, myalgia, fever, and extreme pneumonia [1] "	4a395b68d3db6423d90947147ba56232d80fc695	"66b567dec0fc8f7a70860647a6a2a61a3c259001,,"	2020-11-02	"Balagholi, Sahar; Dabbaghi, Rasul; Eshghi, Peyman; Mousavi, Seyed Asadollah; Heshmati, Farhad; Mohammadi, Saeed"	Transfus Apher Sci	Potential of Therapeutic Plasmapheresis in Treatment of COVID-19 Patients: Immunopathogenesis and Coagulopathy	;Tehran University of Medical Sciences	0.11816854
5. Clinical Presentation – What are the signs and symptoms of an infected person?	-2	COVID-19 symptoms like fatigue and shortness of breath commonly persist for weeks to months after initial onset.	Symptoms at COVID-19 onset were similar with the exception of shortness of breath (p=0.004)	3a8ce14522208e036152f1c4e2e0a0eb3b0de73d	"66b567dec0fc8f7a70860647a6a2a61a3c259001,,"	2020-10-29	"Bottio, Tomaso; Bagozzi, Lorenzo; Fiocco, Alessandro; Nadali, Matteo; Caraffa, Raphael; Bifulco, Olimpia; Ponzoni, Matteo; Lombardi, Carlo Maria; Metra, Marco; Russo, Claudio Francesco; Frigerio, Maria; Masciocco, Gabriella; Potena, Luciano; Loforte, Antonio; Pacini, Davide; Faggian, Giuseppe; Onorati, Francesco; Sponga, Sandro; Livi, Ugolino; Iacovoni, Attilio; Terzi, Amedeo; Senni, Michele; Rinaldi, Mauro; Boffini, Massimo; Marro, Matteo; Jorgji, Vjola; Carrozzini, Massimiliano; Gerosa, Gino"	JACC Heart Fail	COVID-19 in heart transplant recipients: a multi-center analysis of the Northern Italian outbreak	Cardiac Surgery Unit;University of Padua	0.123251564
5. Clinical Presentation – What are the signs and symptoms of an infected person?	0	Most (88%) individuals infected with COVID-19 (n=86) showed evidence of lung damage six weeks after clinical recovery.	"We provide evidence that COVID-19 causes acute lung injury with distinctive features, including thrombosis of the lung macro-and micro-vasculature, persistence of virus-infected cells the lung pneumocytes and endothelial cells for several weeks from diagnosis and presence of abnormal cell syncytia in the lung in a vast majority of patients"	7fe28ddbd5fe4193b6a61bb256c9732f14b45130	"None,"	2020-11-03	"Bussani, Rossana; Schneider, Edoardo; Zentilin, Lorena; Collesi, Chiara; Ali, Hashim; Braga, Luca; Volpe, Maria Concetta; Colliva, Andrea; Zanconati, Fabrizio; Berlot, Giorgio; Silvestri, Furio; Zacchigna, Serena; Giacca, Mauro"	EBioMedicine	"Persistence of viral RNA, pneumocyte syncytia and thrombosis are hallmarks of advanced COVID-19 pathology"	;University of Trieste	0.29644819
5. Clinical Presentation – What are the signs and symptoms of an infected person?	-2	Most (88%) individuals infected with COVID-19 (n=86) showed evidence of lung damage six weeks after clinical recovery.	"Although 80% of infected people develop a mild 30 disease, approximately 20% progress to severe COVID-19, which is associated with 31 lung damage and breathing difficulties, and may lead to respiratory failure and death"	7a11eb64020481c37525cc86cf9f3bd0d79e7516	"None,"	2020-10-16	"Rivas, Magali Noval; Porritt, Rebecca A.; Cheng, Mary Hongying; Bahar, Ivet; Arditi, Moshe"	J Allergy Clin Immunol	COVID-19 Associated Multisystem Inflammatory Syndrome in Children (MIS-C): a novel disease that mimics Toxic Shock Syndrome. The superantigen hypothesis		0.305501328
5. Clinical Presentation – What are the signs and symptoms of an infected person?	-2	Most (88%) individuals infected with COVID-19 (n=86) showed evidence of lung damage six weeks after clinical recovery.	Present data suggest the median time from onset to clinical recovery for mild COVID-19 cases is approximately two weeks and is three to six weeks or longer for patients with severe or critical disease	4669bccf709c462694098527c1c9da04d8e3575c	"None,"	2020-05-30	"Woods, Jeffrey; Hutchinson, Noah T.; Powers, Scott K.; Roberts, William O.; Gomez-Cabrera, M. C.; Radak, Zsolt; Berkes, Istvan; Boros, Anita; Boldogh, Istvan; Leeuwenburgh, Christiaan; Coelho-Júnior, Hélio José; Marzetti, Emanuele; Cheng, Ying; Liu, Jiankang; Durstine, J.Larry; Sun, Junzhi; Ji, Li Li"		The COVID-19 Pandemic and Physical Activity	Freshage Research Group;University of Valencia and CIBERFES. Fundación Investigación Hospital Clínico Universitario/INCLIVA	0.314401043
5. Clinical Presentation – What are the signs and symptoms of an infected person?	-2	Most (88%) individuals infected with COVID-19 (n=86) showed evidence of lung damage six weeks after clinical recovery.	Individuals infected with COVID-19 develop symptoms within two days to two weeks after being exposed to the virus through human transmission [5] 	f315a062227643dbc89c463baf3db6763f255375	"None,"	2020-05-15	"Ward, Christine F.; Figiel, Gary S.; McDonald, William M."	Am J Geriatr Psychiatry	Altered Mental Status as a Novel Initial Clinical Presentation for COVID-19 Infection in the Elderly	;Emory University	0.31591291
5. Clinical Presentation – What are the signs and symptoms of an infected person?	-2	Most (88%) individuals infected with COVID-19 (n=86) showed evidence of lung damage six weeks after clinical recovery.	"On follow-up, his clinical recovery in total was 3 weeks, whereas the median time for COVID-19 is typically 6-8 weeks [30] "	ae09c1735ce4f0218a1898d9595511ddcc113c50	"None,"	2020-08-15	"Sigman, Scott A.; Mokmeli, Soheila; Monici, Monica; Vetrici, Mariana A."	Am J Case Rep	A 57-Year-Old African American Man with Severe COVID-19 Pneumonia Who Responded to Supportive Photobiomodulation Therapy (PBMT): First Use of PBMT in COVID-19	;University of Lethbridge	0.324325098
5. Clinical Presentation – What are the signs and symptoms of an infected person?	0	"Approximately 9% of hospitalized patients experience at least 1 hospital readmission (from any cause) within 2 months of COVID-19 recovery, with individuals over 65 showing slightly higher odds of readmission."	"In a cohort of 106,543 patients discharged after an index COVID-19 hospitalization, 9% experienced at least one readmission to the same hospital within 2 months of discharge"	e046d955ed8d10b9e3d94c1e1342fb13845f517f	"e046d955ed8d10b9e3d94c1e1342fb13845f517f,"	2020-11-13	"Lavery, Amy M.; Preston, Leigh Ellyn; Ko, Jean Y.; Chevinsky, Jennifer R.; DeSisto, Carla L.; Pennington, Audrey F.; Kompaniyets, Lyudmyla; Datta, S. Deblina; Click, Eleanor S.; Golden, Thomas; Goodman, Alyson B.; Mac Kenzie, William R.; Boehmer, Tegan K.; Gundlapalli, Adi V."	MMWR Morb Mortal Wkly Rep	"Characteristics of Hospitalized COVID-19 Patients Discharged and Experiencing Same-Hospital Readmission — United States, March–August 2020"		0.247820845
5. Clinical Presentation – What are the signs and symptoms of an infected person?	0	"Approximately 9% of hospitalized patients experience at least 1 hospital readmission (from any cause) within 2 months of COVID-19 recovery, with individuals over 65 showing slightly higher odds of readmission."	The slight association of readmission with lengths of stay for hospitalized COVID-19 patients merits further study	e046d955ed8d10b9e3d94c1e1342fb13845f517f	"e046d955ed8d10b9e3d94c1e1342fb13845f517f,"	2020-11-13	"Lavery, Amy M.; Preston, Leigh Ellyn; Ko, Jean Y.; Chevinsky, Jennifer R.; DeSisto, Carla L.; Pennington, Audrey F.; Kompaniyets, Lyudmyla; Datta, S. Deblina; Click, Eleanor S.; Golden, Thomas; Goodman, Alyson B.; Mac Kenzie, William R.; Boehmer, Tegan K.; Gundlapalli, Adi V."	MMWR Morb Mortal Wkly Rep	"Characteristics of Hospitalized COVID-19 Patients Discharged and Experiencing Same-Hospital Readmission — United States, March–August 2020"		0.249390063
5. Clinical Presentation – What are the signs and symptoms of an infected person?	0	"Approximately 9% of hospitalized patients experience at least 1 hospital readmission (from any cause) within 2 months of COVID-19 recovery, with individuals over 65 showing slightly higher odds of readmission."	Whether COVID-19 discharged patients are at increased risk of hospital readmission remains unknown as there is no available data regarding the readmission rate of COVID-19 inpatients at 30 days yet	fe2999880ce87da26659d258fd7c249125e34e87	"e046d955ed8d10b9e3d94c1e1342fb13845f517f,"	2020-07-10	"Raisaro, J L; Marino, Francesco; Troncoso-Pastoriza, Juan; Beau-Lejdstrom, Raphaelle; Bellazzi, Riccardo; Murphy, Robert; Bernstam, Elmer V; Wang, Henry; Bucalo, Mauro; Chen, Yong; Gottlieb, Assaf; Harmanci, Arif; Kim, Miran; Kim, Yejin; Klann, Jeffrey; Klersy, Catherine; Malin, Bradley A; Méan, Marie; Prasser, Fabian; Scudeller, Luigia; Torkamani, Ali; Vaucher, Julien; Puppala, Mamta; Wong, Stephen T C; Frenkel-Morgenstern, Milana; Xu, Hua; Musa, Baba Maiyaki; Habib, Abdulrazaq G; Cohen, Trevor; Wilcox, Adam; Salihu, Hamisu M; Sofia, Heidi; Jiang, Xiaoqian; Hubaux, J P"	J Am Med Inform Assoc	SCOR: A secure international informatics infrastructure to investigate COVID-19	Laboratory for Data Security;EPFL	0.266425955
5. Clinical Presentation – What are the signs and symptoms of an infected person?	-2	"Approximately 9% of hospitalized patients experience at least 1 hospital readmission (from any cause) within 2 months of COVID-19 recovery, with individuals over 65 showing slightly higher odds of readmission."	"However, the median length of stay among patients hospitalized with COVID-19 is approximately 4 days (41), and results from a comparison of the COVID Ordinal Outcomes Scale at 14 days after randomization were concordant with results of other 28-day outcomes in the largest trial of COVID-19 to date (42) "	ba2daa9e6a936ffa521188b8dc0d2679248e06f8	"e046d955ed8d10b9e3d94c1e1342fb13845f517f,"	2020-09-04	"Casey, Jonathan D.; Johnson, Nicholas J.; Semler, Matthew W.; Collins, Sean P.; Aggarwal, Neil R.; Brower, Roy G.; Chang, Steven Y.; Eppensteiner, John; Filbin, Michael; Gibbs, Kevin W.; Ginde, Adit A.; Gong, Michelle N.; Harrell, Frank; Hayden, Douglas L.; Hough, Catherine L.; Khan, Akram; Leither, Lindsay M.; Moss, Marc; Oldmixon, Cathryn F.; Park, Pauline K.; Reineck, Lora A.; Ringwood, Nancy J.; Robinson, Bryce R. H.; Schoenfeld, David A.; Shapiro, Nathan I.; Steingrub, Jay S.; Torr, Donna K.; Weissman, Alexandra; Lindsell, Christopher J.; Rice, Todd W.; Thompson, B. Taylor; Brown, Samuel M."	Ann Am Thorac Soc	Rationale and Design of ORCHID: A Randomized Placebo-controlled Clinical Trial of Hydroxychloroquine for Adults Hospitalized with COVID-19	;University of Utah	0.27831587
5. Clinical Presentation – What are the signs and symptoms of an infected person?	0	"Approximately 9% of hospitalized patients experience at least 1 hospital readmission (from any cause) within 2 months of COVID-19 recovery, with individuals over 65 showing slightly higher odds of readmission."	"Median time to hospital readmission was 221 days for the home-NIV cohort (95% CI, 148 -294) and 68 days (95% CI, 18 -118; p<0.05) for the control cohort"	ac6774b2687880154621ce295f78462092816002	"e046d955ed8d10b9e3d94c1e1342fb13845f517f,"	2020-11-12	"McDowell, G.; Sumowski, M.; Toellner, H.; Karok, S.; O'Dwyer, C.; Hornsby, J.; Lowe, D.; Carlin, C."		Two-way remote monitoring allows effective and realistic provision of home-NIV to COPD patients with persistent hypercapnia.		0.282888289
5. Clinical Presentation – What are the signs and symptoms of an infected person?	0	"Between 16% and 76% of cases are asymptomatic throughout the course of their infection, though changing symptom definitions make it difficult to compare asymptomatic fractions through time."	"In this report we present results assuming 50% of infections are asymptomatic, though there is still uncertainty about this quantity [20, [36] [37] [38] [39] [40] "	88854df50a7647553f8157a2ffb238ae1bb92273	",1a5518c914fc2c08556e19280bbad16c82297ce0,22749adcec428459584e7aa11d2d1bad1cd4a71a,826d2003683aaa1eeb7e83698dcab33294799f3c,826d2003683aaa1eeb7e83698dcab33294799f3c,c16ad9336bf7e9a67208113f8b683463deef479e,678a06b1a99bc858a18617f16e980640b6e11cf4; 94d6310707f0d1d41f9bd34fe0bd7f8c4bfc013f,364563f6674928b4a6386e656dd217d37e656645; a3357069424539a045bdc4fbe6f4d54665037c90,364563f6674928b4a6386e656dd217d37e656645; a3357069424539a045bdc4fbe6f4d54665037c90,6d4b3bfbc8e4c2ab4505c4e9d709625ae7b96fe4,8ee9bd284176875ca151d2f9e17270acc17bab1b,"	2020-06-19	"Crawford, Forrest W.; Li, Zehang Richard; Morozova, Olga"	medRxiv	COVID-19 projections for reopening Connecticut	;Yale School of Public Health	0.119092949
5. Clinical Presentation – What are the signs and symptoms of an infected person?	0	"Between 16% and 76% of cases are asymptomatic throughout the course of their infection, though changing symptom definitions make it difficult to compare asymptomatic fractions through time."	"In this report we present results assuming 50% of infections are asymptomatic, though there is still uncertainty about this quantity [20, [36] [37] [38] [39] [40] "	88854df50a7647553f8157a2ffb238ae1bb92273	",1a5518c914fc2c08556e19280bbad16c82297ce0,22749adcec428459584e7aa11d2d1bad1cd4a71a,826d2003683aaa1eeb7e83698dcab33294799f3c,826d2003683aaa1eeb7e83698dcab33294799f3c,c16ad9336bf7e9a67208113f8b683463deef479e,678a06b1a99bc858a18617f16e980640b6e11cf4; 94d6310707f0d1d41f9bd34fe0bd7f8c4bfc013f,364563f6674928b4a6386e656dd217d37e656645; a3357069424539a045bdc4fbe6f4d54665037c90,364563f6674928b4a6386e656dd217d37e656645; a3357069424539a045bdc4fbe6f4d54665037c90,6d4b3bfbc8e4c2ab4505c4e9d709625ae7b96fe4,8ee9bd284176875ca151d2f9e17270acc17bab1b,"	2020-06-19	"Crawford, Forrest W.; Li, Zehang Richard; Morozova, Olga"	medRxiv	COVID-19 projections for reopening Connecticut	;Yale School of Public Health	0.119092949
5. Clinical Presentation – What are the signs and symptoms of an infected person?	0	"Between 16% and 76% of cases are asymptomatic throughout the course of their infection, though changing symptom definitions make it difficult to compare asymptomatic fractions through time."	"We do not explicitly track asymptomatic infections, which have been estimated to be around 20% of infections [24] (but estimates range from 1% to 50%, reviewed in [77] )"	4116d2b652cff89188c5a0903db9e7b374c81a43	",1a5518c914fc2c08556e19280bbad16c82297ce0,22749adcec428459584e7aa11d2d1bad1cd4a71a,826d2003683aaa1eeb7e83698dcab33294799f3c,826d2003683aaa1eeb7e83698dcab33294799f3c,c16ad9336bf7e9a67208113f8b683463deef479e,678a06b1a99bc858a18617f16e980640b6e11cf4; 94d6310707f0d1d41f9bd34fe0bd7f8c4bfc013f,364563f6674928b4a6386e656dd217d37e656645; a3357069424539a045bdc4fbe6f4d54665037c90,364563f6674928b4a6386e656dd217d37e656645; a3357069424539a045bdc4fbe6f4d54665037c90,6d4b3bfbc8e4c2ab4505c4e9d709625ae7b96fe4,8ee9bd284176875ca151d2f9e17270acc17bab1b,"	2020-06-05	"Nande, Anjalika; Adlam, Ben; Sheen, Justin; Levy, Michael Z.; Hill, Alison L."	medRxiv	Dynamics of COVID-19 under social distancing measures are driven by transmission network structure	;Harvard University	0.123769117
